repo,number,title,body,labels,state,created_at,closed_at,predicted_label,actual_labels,is_mismatched,resolution_days,url
Swimlane/ngx-charts,1926,Mouse misalign with vertical line and tooltip in chart-line while zooming in or out,"**Describe the bug**
When zooming in and out such as placing a graph inside ngx-graph, applying zoom, and then hovering over the line graph 
the vertical line and the tooltip are misaligned with the mouse's actual location.

**To Reproduce**
Steps to reproduce the behavior:
1. Embed the graph inside a zoomable object such as ngx-graph
2. Zoom in or out 
3. hover over the graph and try to catch points in the graph with the mouse
4. The hover line and tooltip will lag to the right or left depending on the zoom-in or out

**Expected behavior**
The vertical line and tooltip should always be aligned with the mouse

**Screenshots**
![20231207_143159](https://github.com/swimlane/ngx-charts/assets/99589152/187d1460-4173-4866-b1f3-de6733f8f4a8)



**ngx-charts version**
20.1.0


",['Bug'],open,2023-12-07T12:34:58Z,,bug,['bug'],False,,
Swimlane/ngx-charts,1925,"Heat map If max and min parameters are not passed, the colors of legend and heat grid will be inconsistent.","**Describe the bug**
Heat map If max and min parameters are not passed, the colors of legend and heat grid will be inconsistent.

**To Reproduce**
```angular
      <ngx-charts-heat-map
        *ngIf=""chartType === 'heat-map'""
        class=""chart-container""
        [legend]=""true""
        [view]=""view""
        [results]=""multi""
      >
```

**Expected behavior**
The legend color is consistent with the heat grid color.

**Screenshots**
![image](https://github.com/swimlane/ngx-charts/assets/49338067/b7a7a773-0d9d-4bc8-b995-3eb5340146f4)


**Demo**
https://stackblitz.com/~/github.com/james-curtis/ngx-charts-bug-heat-map-legend-color

**ngx-charts version**
[20.5.0](https://github.com/swimlane/ngx-charts/releases/tag/20.5.0)
",['Bug'],open,2023-12-06T07:02:44Z,,bug,['bug'],False,,
Swimlane/ngx-charts,1924,X Axis Orientation,"**Is your feature request related to a problem? Please describe.**
Currently only the y-axis have the option to change the orientation to left / right. X-axis cannot be changed to top of chart.

**Describe the solution you'd like**
Allow x-axis to be changed to top of chart. 
",['New Feature'],open,2023-12-06T01:50:56Z,,bug,['new feature'],True,,
Swimlane/ngx-charts,1921,Chart rendering will shake when SSR is enabled,"**Describe the bug**
Chart rendering will shake when SSR is enabled

**Expected behavior**
The generated charts are not misaligned with ssr enabled and browser js disabled. And the chart will not be jittery with browser js enabled.

**Screenshots**
![20231129185805_rec_](https://github.com/swimlane/ngx-charts/assets/49338067/74508fb3-4a58-487b-82a1-b8b7e8876928)


**Demo**
https://github.com/james-curtis/ngx-charts-bug-ssr-dislocation-16

https://stackblitz.com/~/github.com/james-curtis/ngx-charts-bug-ssr-dislocation-16

**ngx-charts version**
[20.5.0](https://github.com/swimlane/ngx-charts/releases/tag/20.5.0)

",['Bug'],open,2023-11-29T10:58:33Z,,bug,['bug'],False,,
Swimlane/ngx-charts,1920,Custom pie chart label,"**Describe the solution you'd like**
Add feature: text labels on pie chart graphs that can be used to illustrate some data information about the graph, such as values, names, etc.

**Describe alternatives you've considered**
No alternative has been found, if the user needs to force a label to be displayed inside the pie chart sector, the internal lifecycle of the ngx component needs to be interfered with, which is troublesome.

**Additional context**

example: https://echarts.apache.org/zh/option.html#series-pie.label
",['New Feature'],open,2023-11-29T08:38:08Z,,bug,['new feature'],True,,
Swimlane/ngx-charts,1918,Calendar Pie Chart,"**Is your feature request related to a problem? Please describe.**
Currently there's no chart that shows pie charts in calendar mode, similar to [this echarts](https://echarts.apache.org/examples/en/editor.html?c=calendar-pie). It is useful for visually representing the distribution of activities over time. They offer a clear way to identify patterns, make comparisons, and track progress over time. 

**Describe the solution you'd like**
A chart similar to [this](https://echarts.apache.org/examples/en/editor.html?c=calendar-pie).

**Describe alternatives you've considered**
n/a

**Additional context**
n/a",['New Feature'],open,2023-11-26T23:27:11Z,,bug,['new feature'],True,,
Swimlane/ngx-charts,1916,Request of new Line-Pie Combo Chart type,"**Is your feature request related to a problem? Please describe.**
Currently, ngx-charts doesn't support line-pie combo chart that allows shared data between line and pie chart.

**Describe the solution you'd like**
I would like a chart similar to [this.](https://echarts.apache.org/examples/en/editor.html?c=dataset-link)",['New Feature'],open,2023-11-26T21:32:36Z,,bug,['new feature'],True,,
Swimlane/ngx-charts,1914,Creating a component directly using ViewContainerRef.createComponent or using a component directly in a template without any parameters will result in the error,"**Describe the bug**
Creating a component directly using ViewContainerRef.createComponent or using a component directly in a template without any parameters will result in the error

**To Reproduce**
```angular
// ...
ngAfterViewInit(): void {
    setTimeout(() => {
      const ref = this.container.createComponent(BarVerticalComponent);
      ref.instance.view = [700, 300];
      ref.instance.results = this.data;
    });
  }
// ...
```

or

```html
<!-- But if you add any of the input attributes, you won't have a problem -->
<ngx-charts-bar-vertical></ngx-charts-bar-vertical>
```

**Expected behavior**
A clear and concise description of what you expected to happen.

**Screenshots**
![image](https://github.com/swimlane/ngx-charts/assets/49338067/f9160eaa-d165-41f6-a946-bc06076bf57d)


**Demo**
https://stackblitz.com/edit/vertical-bar-chart-i1i4qy?file=app%2Fapp.component.html

https://vertical-bar-chart-i1i4qy.stackblitz.io/

**ngx-charts version**
20.5.0

",['Bug'],open,2023-11-19T10:01:56Z,,bug,['bug'],False,,
Swimlane/ngx-charts,1913,The legend text is incorrectly located in ssr mode,"**Describe the bug**
The legend text is incorrectly located in ssr mode

**Screenshots**
ssr mode:
![image](https://github.com/swimlane/ngx-charts/assets/49338067/6e8c8932-4084-4959-9b64-19d8e501f5b0)

csr mode:
![image](https://github.com/swimlane/ngx-charts/assets/49338067/a3415c2d-245a-4a88-abf6-9fa447baf72f)


**Demo**
https://github.com/james-curtis/ngx-render/tree/e2045f24aed8d74436b4199592b32225d927d945

**ngx-charts version**
v 20.5.0

**Additional context**
bug css
![image](https://github.com/swimlane/ngx-charts/assets/49338067/1f2f7d32-c328-46ba-9dea-d9275192f0de)

",['Bug'],open,2023-11-13T03:04:18Z,,bug,['bug'],False,,
Swimlane/ngx-charts,1910,Linear-scaled charts maximum gradient color stop is incorrect and does not match legend,"**Describe the bug**
For linear-scaled charts, the maximum gradient color stop is not in the color scheme. It does not match the legend's maximum gradient color stop. 

**To Reproduce**
Steps to reproduce the behavior:
1. Go to any linear-scaled charts, eg linear-scaled vertical bar charts
2. The bug occurs for all color schemes, but is most obvious in the forest color scheme

**Expected behavior**
For linear-scaled charts, the maximum gradient color stop should be in the color scheme and should match the maximum gradient color stop on the legend. 

**Screenshots**
For example, for the forest color scheme, the second bar's top is yellow but yellow is not in the forest color scheme. From the legend we can see that the maximum gradient color stop is supposed to be orange not yellow. 
<img width=""738"" alt=""Screenshot 2023-10-29 at 8 24 06 PM"" src=""https://github.com/swimlane/ngx-charts/assets/47932418/5937e34e-df54-4750-9768-4ee733c5d5c6"">

**Demo**
n/a

**ngx-charts version**
20.4.1

**Additional context**
n/a",['Bug'],open,2023-10-30T01:36:18Z,,bug,['bug'],False,,
Swimlane/ngx-charts,1909,Add custom colors to linear scale type charts,"**Is your feature request related to a problem? Please describe.**
Currently, custom color is only available to ordinal-scaled type charts. It is not available for heat map, linear-scaled bar charts, vertical charts, etc. 

**Describe the solution you'd like**
Add custom colors for linear scale type charts in the form of gradient color stops. 

**Describe alternatives you've considered**
n/a

**Additional context**
n/a",['New Feature'],open,2023-10-30T01:23:21Z,,bug,['new feature'],True,,
Swimlane/ngx-charts,1908,Gauge Chart leads to console errors with invalid transform of scale,"**Describe the bug**
After change events of input values the component fires a lot of console errors because of an invalid transformation

**To Reproduce**
Steps to reproduce the behavior:
1. Add a gauge chart with some values including a unit
2. Change the value frequently

**Expected behavior**
No console errors and always a valid transformation of the scaling

**Screenshots**
If applicable, add screenshots to help explain your problem.

**ngx-charts version**
20.1.0

",['Bug'],open,2023-10-26T08:55:49Z,,bug,['bug'],False,,
Swimlane/ngx-charts,1906,Chart export feature,"**Is your feature request related to a problem? Please describe.**

I need to export these diagrams in my project for user use, but ngx doesn't seem to have such a feature, causing me to develop such a feature using other third libraries

**Describe the solution you'd like**

I wish ngx had a way to export charts

**Describe alternatives you've considered**

I have used third-party libraries to implement the chart export function, but it will lead to more boilerplate code

**Additional context**

It would be nice to have an export method like echarts.

reference: https://echarts.apache.org/en/api.html#echartsInstance.getDataURL",['New Feature'],open,2023-10-19T02:33:57Z,,bug,['new feature'],True,,
Swimlane/ngx-charts,1904,Trim and Wrap axis label,"**Is your feature request related to a problem? Please describe.**
I want to enable trim and wrap feature for extended axis label  to enhance their aesthetic appeal.

**Describe the solution you'd like**
Buttons for wrap and trim according to user defined max label length. Auto-wrap according to word and graph axis length if max label length is not specified.
",['New Feature'],open,2023-10-18T20:34:46Z,,bug,['new feature'],True,,
Swimlane/ngx-charts,1901,Drop dependency on rdfc? CommonJS dependency causes optimisation bailouts.,"**Describe the bug**
Warning:  @swimlane\ngx-charts\fesm2020\swimlane-ngx-charts.mjs depends on 'rfdc'. CommonJS or AMD dependencies can cause optimization bailouts.

**To Reproduce**
Steps to reproduce the behavior:

run the app that uses 'swimlane-ngx-charts', gets above warning at compile time.

**Expected behavior**
should compile without warning, potential missing optimisation.

**Screenshots**
![image](https://github.com/swimlane/ngx-charts/assets/2097150/870d7885-329b-4a20-a758-dbb4eb89c57f)


**ngx-charts version**
20.4.1


",['Bug'],open,2023-09-29T07:30:24Z,,bug,['bug'],False,,
Swimlane/ngx-charts,1899,Web error on ngx-charts-bar-horizontal-2d chart with wrapTicks and maxYAxisTickLength,"**Describe the bug**
Web freezes when setting ngx-charts-bar-horizontal-2d chart with ""wrapTicks"" and ""maxYAxisTickLength"" properties together.

**To Reproduce**
Steps to reproduce the behavior:

1. Go to 'https://swimlane.github.io/ngx-charts/#/ngx-charts/bar-horizontal'
2. Click on 'Wrap Ticks' checkbox
3. Click on ""Trim Y Axis Ticks"" checkbox
4. Web freezes immediately, error appears between 2 to 5 seconds later.

**Expected behavior**
maxYAxisTickLength sets the maximum length per line or the total y-axis width.

**Screenshots**
![image](https://github.com/swimlane/ngx-charts/assets/37313502/3665555d-523c-4976-8ba6-308a12f9b599)

**ngx-charts version**
^20.4.1

**Additional context**
I encountered this error while testing the library locally and confirmed it on the official GitHub page. If any additional information is required, I am able to provide it.",['Bug'],open,2023-09-04T20:58:47Z,,bug,['bug'],False,,
Swimlane/ngx-charts,1897,Add roundEdges input on Stacked Vertical Bar Chart,"**Is your feature request related to a problem? Please describe.**
It's not possible to round edges using Stacked Vertical Bar Chart.

**Describe the solution you'd like**
roundEdges input for Stacked Vertical Bar Chart.

**Describe alternatives you've considered**
N/A

**Additional context**
N/A
",['New Feature'],open,2023-08-28T12:26:40Z,,bug,['new feature'],True,,
Swimlane/ngx-charts,1896,"How to handle Ticks (word-wrap, multiline etc)","**Describe the bug**
Is there any way to allow ticks to wrap or drop down to another line neatly underneath ?
I cant seem to find any default way to do this without using renderer2 and a pile of hacks which is not ideal especially when the data and labels are dynamic ",['Bug'],open,2023-08-17T15:45:48Z,,bug,['bug'],False,,
Swimlane/ngx-charts,1894,New Map Chart Type,"**Is your feature request related to a problem? Please describe.**
Currently, users cannot use ngx-charts to display geographic data. 

**Describe the solution you'd like**
A new chart type, map chart, to visualize geographic data. It should retain the common features across ngx-charts such as color theme but also have new features such as the ability to set markers. 

**Describe alternatives you've considered**
n/a

**Additional context**
n/a",['New Feature'],open,2023-08-16T04:31:31Z,,bug,['new feature'],True,,
Swimlane/ngx-charts,1570,Pie chart is not aligning at the center of the container with bootstrap,"**Describe the bug**
The chart seems to not be center aligned at its container, but rather, it looks a bit tilted to the right.

**To Reproduce**
Steps to reproduce the behavior:
1. Create components for the charts themselves.
2. Place a div with ""row my-5"" class
3. Then, place a div with ""col-md-auto px-0"" class
4. Finally, place the chart component inside said div
5. The charts look a bit tilted to the left

**Expected behavior**
The translate method is actually missing 50px from the expected target and due to that, the chart is not aligning at the center of its container, but, it seems like it's aligning to its left.

**Screenshots**
If applicable, add screenshots to help explain your problem.
![image](https://user-images.githubusercontent.com/50752448/105972181-1f212d80-606a-11eb-89ee-27e3edec69ff.png)
![image](https://user-images.githubusercontent.com/50752448/105972259-3102d080-606a-11eb-8dad-f4c7f645c83d.png)

**Demo**
https://stackblitz.com/github/mrdedede/ngx-charts-bug

**ngx-charts version**
17.0.0",['Bug'],open,2021-01-27T09:45:11Z,,bug,['bug'],False,,
Swimlane/ngx-charts,1568,Support  counter and custom label at the center of the pie chart (similar to pipe grid),"**Is your feature request related to a problem? Please describe.**
We need to display Total/Percentage value and a custom label at the center of the pie chart (as shown in the screenshot)
<img width=""418"" alt=""Screen Shot 2021-01-12 at 5 26 45 PM"" src=""https://user-images.githubusercontent.com/1259031/104386795-75835d80-54fb-11eb-85bd-5a6bc6cfaf12.png"">

Looks like we have something similar in
<img width=""1253"" alt=""Screen Shot 2021-01-12 at 5 24 47 PM"" src=""https://user-images.githubusercontent.com/1259031/104386907-a5326580-54fb-11eb-8b14-d37f71dc71e5.png"">
 pie grid


**Describe the solution you'd like**
Can we add custom label template/counter template, formatter for pie chart?
",['New Feature'],open,2021-01-12T23:29:15Z,,bug,['new feature'],True,,
Swimlane/ngx-charts,1564,core.js:5967 ERROR TypeError: Cannot read property 'domain' of undefined,"**Describe the bug**
property Scheme is not defined but its used in line-chart.component.ts as shown below. And so in color.helper.ts, its throwing error when domain property is being read from Scheme. 
 
**Screenshots**
![image](https://user-images.githubusercontent.com/16747586/103631973-91a35f80-4f3b-11eb-9174-c39e72aef0ac.png)

line-chart.component.ts
![image](https://user-images.githubusercontent.com/16747586/103633014-09be5500-4f3d-11eb-8476-cd2e1a2ce768.png)

Color.helper.ts
![image](https://user-images.githubusercontent.com/16747586/103632674-961c4800-4f3c-11eb-9e4c-66812f44c687.png)

**ngx-charts version**
16.0.0

",['Bug'],open,2021-01-05T09:58:55Z,,bug,['bug'],False,,
Swimlane/ngx-charts,1563,"Angular build failing: ""export 'ɵb' (imported as 'i14') was not found in '@swimlane/ngx-charts'","**Describe the bug**
Im getting this error while building for production in angular 8
`""export 'ɵb' (imported as 'i14') was not found in '@swimlane/ngx-charts'`

In package.json
""@swimlane/ngx-charts"": ""^12.1.0"",
 ""@swimlane/ngx-graph"": ""^7.2.0"",

Angular & Node version:
Angular CLI: 8.3.29
Node: 10.16.0

**To Reproduce**
Steps to reproduce the behavior:
1. Go to '...'
2. Click on '....'
3. Scroll down to '....'
4. See error

**Expected behavior**
A clear and concise description of what you expected to happen.

**Screenshots**
If applicable, add screenshots to help explain your problem.

**Demo**
Provide an online demo (stackblitz, codesandbox, or similar) where the issue can be reproduced 

**ngx-charts version**
""@swimlane/ngx-charts"": ""^12.1.0"",
""@swimlane/ngx-graph"": ""^7.2.0"",

**Additional context**
Add any other context about the problem here.
",['Bug'],open,2021-01-05T08:41:12Z,,bug,['bug'],False,,
Swimlane/ngx-charts,1562,Area Chart color turns black when Gradient is On and X & Y axis are off,"**Describe the bug**
I wanted an area chart with nothing except the graph. So that means, no labels, no axis, no titles, no legend, etc. 

But when I turn off both axis, the gradient turns the graph black.

If you resize anything it gets painted again (except the timeline if you have it activated)

**Expected behavior**
Just maintain the gradient no matter what.

**Demo**
Provide an online demo (stackblitz, codesandbox, or similar) where the issue can be reproduced 
https://stackblitz.com/edit/swimlane-area-chart-mehq3x?embed=1&file=app/app.component.ts

**ngx-charts version**
16.0.0

",['Bug'],closed,2021-01-04T17:27:50Z,2021-06-10T16:28:00Z,bug,['bug'],False,156.0,
Swimlane/ngx-charts,1559,Pie-chart label overlapping issues,"**Describe the bug**
A clear and concise description of what the bug is.

**ngx-charts version**
""@swimlane/ngx-charts"": ""^16.0.0"",

**To behavior**

1. Go to 'https://drive.google.com/file/d/1zPDGI38dOZPl92O3h95ScDF-qw_7VMt2/view'
2. See error

**Expected behavior**
Pie-chart overlapping label names please check below screenshot 

**Screenshots**
![Screenshot 2020-12-28 180846](https://user-images.githubusercontent.com/6239828/103259225-7033f800-49be-11eb-9eab-fcf8df4394c9.png)

**ngx-charts version**
""@swimlane/ngx-charts"": ""^16.0.0"",
",['Bug'],open,2020-12-29T04:45:30Z,,bug,['bug'],False,,
Swimlane/ngx-charts,1558,Not clear to see which bar is active.,"**Describe the bug**
When hovering over a bar or more importantly when hovering over an entry in the legend, it's hard to tell which bar is active.

**To Reproduce**
Steps to reproduce the behavior:
1. Go to https://swimlane.github.io/ngx-charts/#/ngx-charts/bar-vertical
2. Hover over an entry in the legend.
3. See that it's hard to tell which bar is active.

**Expected behavior**
The expected behavior should be that all the bars besides the active one should become less opaque. This will make the active bar stand out.

**Screenshots**
![image](https://user-images.githubusercontent.com/4143306/103238059-677bed00-48fe-11eb-8b80-2d711c26216e.png)


**Demo**
https://swimlane.github.io/ngx-charts/#/ngx-charts/bar-vertical

**ngx-charts version**
Latest

**Additional context**
Add any other context about the problem here.
",['Bug'],open,2020-12-28T19:19:06Z,,bug,['bug'],False,,
Swimlane/ngx-charts,1554,x-axis.component hardcoded orientation to 'bottom',"**Describe the bug**

in the x-axis.component.ts file the orientation of labels is hardcoded to bottom
it is possible to use the xAxisOffset prop to translate it to top, but it will cause the axis svg to go beyond the svg chart container



**Expected behavior**

i expect to be able to declare a proper x axis located on top of a vertical bar chart (or any chart)



**ngx-charts version**
16


",['Bug'],open,2020-12-20T22:53:39Z,,bug,['bug'],False,,
Swimlane/ngx-charts,1553,Width not adjusted to 100% when using flexbox,I am sorry - I just saw that this is the wrong repository :-),['Bug'],closed,2020-12-20T22:39:19Z,2020-12-20T22:46:09Z,bug,['bug'],False,0.0,
Swimlane/ngx-charts,1551,Removing DOM Sanitisation Bypass?,"**Is your feature request related to a problem? Please describe.**

The [scale legend component](https://github.com/swimlane/ngx-charts/blob/0ccf026beadb2a5bf9750e1359a884245ae3ce45/projects/swimlane/ngx-charts/src/lib/common/legend/scale-legend.component.ts#L40) calls `bypassSecurityTrustStyle()`. As far as I could see, the `$gradientValues` is potentially unsafe because it is read from the `@Input() colors` of the component, which might make it possible to inject malicious code... or at least make automatic security scanning tools think that's possible.

**Describe the solution you'd like**

Is there an alternative to make sure this can never be used for attacks, e.g. by adding additional manual sanitisation?",['New Feature'],closed,2020-12-15T16:50:15Z,2021-01-04T22:13:40Z,security,['new feature'],True,20.0,
angular-ui/ui-router,3836,child states of lazy loaded future states get stuck in stateQueue,"This issue tracker is for Bug Reports and Feature Requests only.

Please direct requests for help to StackOverflow.
See http://bit.ly/UIR-SOF for details.

This is a (check one box):

- [x] Bug Report
- [ ] Feature Request
- [ ] General Query 

My version of UI-Router is: 1.0.29



# Bug Report

#### Current Behavior:

- Define a main application state
- Define a future state to lazy load a module using the glob double wildcard
```
export const clientAdminLandingFutureState: Ng1StateDeclaration = {
    name: 'clientAdmin.**',
    parent: 'app',
    url: '/admin',
        lazyLoad: function(transition: Transition) {
        const $ocLazyLoad: ILazyLoad = transition.injector().get('$ocLazyLoad');
        const $log: ILogService = transition.injector().get('$log');

        return import(
            /* webpackChunkName: ""clientAdminLanding"" */ './client-admin-landing.module'
        )
            .then(({ ClientAdminLandingModule }) =>
                $ocLazyLoad.load(<any>ClientAdminLandingModule)
            )
            .catch((err) => $log.error(err));
    }
};
```
- Define another future state to lazy load a module that is a child of the first state
```
export const proxyFutureState: Ng1StateDeclaration = {
    name: 'proxy.**',
    parent: 'clientAdmin',
    url: '/proxy',
    lazyLoad: (transition: Transition) => {
        const $ocLazyLoad: ILazyLoad = transition.injector().get('$ocLazyLoad');
        const $log: ILogService = transition.injector().get('$log');

        return import(/* webpackChunkName: ""proxy"" */ './proxy.module')
            .then(({ ProxyModule }) => $ocLazyLoad.load(<any>ProxyModule))
            .catch((err) => $log.error(err));
    }
};
```
- Register each future state with the $stateRegistry
```
import { module } from ""angular"";

import { clientAdminLandingFutureState } from ""./src/client-admin-landing/client-admin-landing.future-state"";
import { proxyFutureState } from ""./src/proxy/proxy-future-state"";

const AppModule = module(""appModule"", []).config(
  /* @ngInject */($stateRegistry, $stateProvider) => {
        $stateProvider.state('app', {
            abstract: true,
            views: {
                master: {
                    templateUrl: '/templates/core/master-layout.html',
                    controller: 'coreController'
                },
            }
        });
        
        $stateRegistry.register(clientAdminLandingFutureState);
        $stateRegistry.register(proxyFutureState);
  }
);
```
- When logging $stateRegistry.stateQueue.queue through the onStatesChanged listener or through an $onInit the child future state is still queued:
`[self: {name: ""proxy.**"", parent: ""clientAdmin"", url: ""/proxy"", lazyLoad: ƒ, $$state: ƒ}]`

#### Expected Behavior:

If the parent state is already defined, the child state should be registered and not queued. If the child state is put into the queue, it should be registered after the parent state is registered. 

My thinking is that the double wildcard is preventing the child and parent names from matching

#### Link to Plunker or stackblitz that reproduces the issue:

See code sample above


",['stale'],open,2021-08-26T16:05:06Z,,bug,['stale'],True,,
angular-ui/ui-router,3835,Optional params included on all similar routes,"This issue tracker is for Bug Reports and Feature Requests only.

Please direct requests for help to StackOverflow.
See http://bit.ly/UIR-SOF for details.

This is a (check one box):

- [X] Bug Report
- [ ] Feature Request
- [ ] General Query 

My version of UI-Router is: 1.0.29



# Bug Report

#### Current Behavior:

I have multiple links to the same route, but with different params. The optional params, when present in the URL are appended to all `srefs` for that route

#### Expected Behavior:

Only the params defined on the `sref` is included",['stale'],closed,2021-08-26T11:42:58Z,2022-05-12T10:41:25Z,bug,['stale'],True,258.0,
angular-ui/ui-router,3833,Resolve triggering twice ,"This issue tracker is for Bug Reports and Feature Requests only.

Please direct requests for help to StackOverflow.
See http://bit.ly/UIR-SOF for details.

This is a (check one box):

- [x] Bug Report
- [ ] Feature Request
- [ ] General Query 

My version of UI-Router is: (type version) - 0.3.2



# Bug Report

#### Current Behavior:

New URL entered into the browser for the first time triggers resolve twice 

#### Expected Behavior:

To only trigger once

#### Link to Plunker or stackblitz that reproduces the issue:

Its a massive application without the ability to isolate and make a Plunker out of it
( if you want a response to your issue, provide a way to reproduce it )
( http://bit.ly/UIR-Plunk1 )
( https://stackblitz.com/edit/ui-router-angularjs )




# Feature Request

(type feature request here)




# General Query

Please direct general implementation questions to StackOverflow: 
http://stackoverflow.com/questions/ask?tags=angularjs,angular-ui-router

Please review the Sample Application which highlights common approaches:
https://github.com/ui-router/sample-app-angularjs

- [x] I have already asked my question on StackOverflow and nobody could answer the question

- [x] I have already reviewed the sample application for examples of common approaches

- [ ] I believe my question can only be answered by the UI-Router maintainers


(type general query here)
",['stale'],open,2021-08-15T06:41:27Z,,bug,['stale'],True,,
angular-ui/ui-router,3832,ui-router core v6.0.7 does not work with IE version 21H1,"This issue tracker is for Bug Reports and Feature Requests only.

Please direct requests for help to StackOverflow.
See http://bit.ly/UIR-SOF for details.

This is a (check one box):

- [x] Bug Report
- [ ] Feature Request
- [ ] General Query 

My version of UI-Router is: 1.0.29



# Bug Report

#### Current Behavior:

Javascript crashes, testing via try-catch and window alert indicated problem with line 1209 in getSafeConsole. It is trying to check if console.table exists, but throwing an error because console does not exist with the dev tools closed.

#### Expected Behavior:

No errors occur

#### Link to Plunker or stackblitz that reproduces the issue:

I'm not sure how to show error without using a modified core.js, as the error only occurs in IE version 21H1 with the dev console closed. I fixed it locally by modifying the line in question to read:

`else if (console && (!console.table || !console.error)) {`

I do not know if that's the best solution.",['stale'],open,2021-08-11T21:17:05Z,,bug,['stale'],True,,
angular-ui/ui-router,3831,Thank You (That's All),"This is a (check one box):

- [ ] Bug Report
- [ ] Feature Request
- [x] General Query 

My version of UI-Router is: 0.3.2 (!!!)

# General Query

- [x] I have already asked my question on StackOverflow and nobody could answer the question

- [x] I have already reviewed the sample application for examples of common approaches

- [x] I believe my question can only be answered by the UI-Router maintainers


@christopherthielen (and others) I just wanted to take a second to thank you for the hard work on this project. I've been using this, ""ui-router-extras"", etc for a _long_ time -- starting in the v0.2.x range IIRC -- and have gotten **great** use out of it in the AngularJS world over the years. Currently I'm migrating an AJS application to React and have, for various reasons, been reviewing the v0.3.2 documentation and code base -- and it _still_ impresses the hell out of me. Especially the code comments... Just goes to show how important clean, well-documented code is and how it's still useful years down the road.

Keep up the good work!",['stale'],open,2021-07-20T00:08:00Z,,bug,['stale'],True,,
angular-ui/ui-router,3830,$urlRouterProvider.when is ignoring { priority: -1 },"This issue tracker is for Bug Reports and Feature Requests only.

Please direct requests for help to StackOverflow.
See http://bit.ly/UIR-SOF for details.

This is a (check one box):

- [x] Bug Report
- [ ] Feature Request
- [ ] General Query 

My version of UI-Router is: `1.0.29`

# Bug Report

#### Current Behavior:

When configuring a route such as the following:

```javascript
$urlRouterProvider.when('/{path:.+}', '/404?path', { priority: -1 })
```
If after the application is loaded I check `$urlRouter.rules()`, the rule that's associated with this `when` call has a `{ priority: 0 }` rather than the `{ priority: -1 }` that we specified.

However, if we do this in a `.run` it works:

```javascript
$urlRouter.when('/{path:.+}', '/404?path', { priority: -1 })
```
And the `{ priority: -1 }` is correctly configured in the `$urlRouter.rules()` for this rule.

#### Expected Behavior:

That `$urlRouterProvider.when` has the same interface as `$urlRouter.when` in that it honors the `options` passed as the 3rd argument.",['stale'],open,2021-05-18T20:04:36Z,,bug,['stale'],True,,
angular-ui/ui-router,3829,Returning a promise on a $transaction changes URL in browser but not on returning false. URL should not change until promise is rejected or resolved. ,"This is a (check one box):

- [X ] Bug Report
- [ ] Feature Request
- [ ] General Query 

My version of UI-Router is: v1.0.26

# Bug Report

#### Current Behavior:

Currently when pressing the navigation buttons on the browser, after setting a $transition.onStart to intercept, if you return a promise the URL in the browser will change before a resolve or reject is called on the promise but if you simply return false it does not change the URL. 

#### Expected Behavior:

Expected behaviour would be no change to the URL until promise comes back with reject or resolve. As when rejecting I do not wish the URL to change. 

#### Link to Plunker or stackblitz that reproduces the issue:

https://embed.plnkr.co/plunk/bCTfAXLTQwsk3NkP

If you open plunker in separate window to look at URL changes. You can see when you go to foo2 and click the back button in the browser no URL changes but if you go from home to foo and click the back button on the browser the URL changes but the promise in 2 seconds is rejected. 

",['stale'],open,2021-04-27T12:36:11Z,,bug,['stale'],True,,
angular-ui/ui-router,3827,"When resolving an onBefore promise, the previous state is removed while async resolves are still pending.","This is a (check one box):

- [X] Bug Report

My version of UI-Router is: 1.0.28

# Bug Report

#### Current Behavior:

We can return a promise to `transitions.onBefore()`, if the promises resolves, I observe that the router starts the exit/retain/enter flow, and in turn removes the original state from the DOM. 

The new state is only added after all async resolves are completed. In the mean time this leaves an empty dom or 'flickering' page. 

#### Expected Behavior:

I expect the behavior to be the same to when I am not using an async onBefore, which is: Don't exit the original state until all async resolves are completed.

When returning a promise `transitions.onEnter()` the behavior is as expected. I can work with that.

If you think I am on to something here I am happy to provide a repro – otherwise feel free to ignore. Thanks for maintaining this useful project!
",['stale'],open,2021-03-24T21:05:24Z,,bug,['stale'],True,,
angular-ui/ui-router,3823,Broken link for 0.x documentation in README ,"This issue tracker is for Bug Reports and Feature Requests only.

Please direct requests for help to StackOverflow.
See http://bit.ly/UIR-SOF for details.

This is a (check one box):

- [x] Bug Report
- [ ] Feature Request
- [ ] General Query 

My version of UI-Router is: (type version)

0.2.18

# Bug Report

#### Current Behavior:

Looking at the current README, you'll see this:

    Note: this is the Angular 1.x source for UI-Router version 1.x. If you are looking for the source for UI-Router version 0.x, it can be found here

The here link points to [https://github.com/angular-ui/ui-router/tree/legacy](https://github.com/angular-ui/ui-router/tree/legacy) which 404s.


",['stale'],open,2020-10-20T13:26:41Z,,bug,['stale'],True,,
angular-ui/ui-router,3822,callback url with HTTP Post not working using ui.router,"Hi Team,

Need help on how to handle the scenario mentioned with all details at https://stackoverflow.com/questions/64050474/callback-url-with-http-post-not-working-using-ui-router

Any help on this is much appreciated.

Thanks,
Santosh",['stale'],closed,2020-10-05T13:45:06Z,2021-06-26T03:20:02Z,bug,['stale'],True,263.0,
